S01_achievement_low_01.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_low_02.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_low_03.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_low_04.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_low_05.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_moderate_01.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_moderate_02.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_moderate_04.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_peak_01.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_peak_02.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_peak_03.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_strong_01.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_strong_02.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_strong_03.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_strong_05.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_achievement_strong_06.wav	ach	1	eng	en-us	vivae+S01	f	vivae
S01_anger_low_01.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_low_02.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_low_03.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_low_041.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_moderate_01.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_moderate_02.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_moderate_03.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_moderate_05.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_peak_01.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_peak_011.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_strong_02.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_anger_strong_04.wav	ang	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_low_01.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_low_02.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_low_03.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_low_07.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_moderate_01.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_moderate_02.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_moderate_03.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_moderate_05.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_peak_01.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_peak_02.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_peak_03.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_peak_04.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_peak_06.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_strong_011.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
S01_fear_strong_02.wav	fea	-1	eng	en-us	vivae+S01	f	vivae
