S001_001	Anger	1	M
S001_002	Disgust	3	M
S001_003	Boredom	2	M
S001_004	Intrest	6	M
S002_002	Happiness	5	M
S002_003	Sadness	7	M
S002_004	Fear	4	M
S002_005	Anger	1	M
S002_006	Disgust	3	M
S002_007	Unsure	9	M
S002_009	Intrest	6	M
S003_002	Happiness	5	M
S003_003	Sadness	7	M
S003_004	Fear	4	M
S003_005	Anger	1	M
S003_006	Disgust	3	M
S003_007	Unsure	9	M
S003_008	Boredom	2	M
S003_009	Intrest	6	M
S004_002	Happiness	5	M
S004_003	Sadness	7	M
S004_004	Fear	4	M
S004_005	Anger	1	M
S004_006	Disgust	3	M
S004_007	Unsure	9	M
S004_008	Boredom	2	M
S004_009	Intrest	6	M
S006_002	Happiness	5	M
S006_003	Sadness	7	M
S006_004	Fear	4	M
S006_005	Anger	1	M
S006_006	Disgust	3	M
S006_007	Unsure	9	M
S006_008	Boredom	2	M
S006_009	Intrest	6	M
S007_002	Happiness	5	M
S007_003	Happiness	5	M
S007_004	Sadness	7	M
S007_006	Fear	4	M
S007_007	Anger	1	M
S007_008	Disgust	3	M
S007_009	Boredom	2	M
S007_010	Intrest	6	M
S008_002	Happiness	5	M
S008_003	Fear	4	M
S008_004	Fear	4	M
S008_005	Fear	4	M
S008_006	Anger	1	M
S008_007	Anger	1	M
S008_008	Anger	1	M
S008_009	Disgust	3	M
S008_010	Disgust	3	M
S008_011	Disgust	3	M
S008_012	Unsure	9	M
S008_013	Unsure	9	M
S008_014	Boredom	2	M
S008_015	Anger	1	M
S008_016	Intrest	6	M
S009_002	Happiness	5	M
S009_003	Sadness	7	M
S009_004	Fear	4	M
S009_005	Anger	1	M
S009_006	Disgust	3	M
S009_007	Unsure	9	M
S009_009	Intrest	6	M
S010_003	Happiness	5	F
S010_004	Sadness	7	F
S010_005	Fear	4	F
S010_006	Disgust	3	F
S010_007	Unsure	9	F
S010_008	Boredom	2	F
S010_009	Intrest	6	F
S011_003	Happiness	5	M
S011_004	Sadness	7	M
S011_005	Sadness	7	M
S011_006	Fear	4	M
S011_007	Anger	1	M
S011_008	Disgust	3	M
S011_009	Unsure	9	M
S011_010	Boredom	2	M
S011_011	Intrest	6	M
S012_003	Happiness	5	F
S012_004	Sadness	7	F
S012_005	Anger	1	F
S012_006	Disgust	3	F
S012_007	Unsure	9	F
S012_008	Boredom	2	F
S012_009	Intrest	6	F
S013_003	Sadness	7	M
S013_004	Fear	4	M
S013_005	Anger	1	M
S013_006	Anger	1	M
S013_007	Disgust	3	M
S013_008	Anger	1	M
S013_009	Unsure	9	M
S013_010	Unsure	9	M
S013_011	Anger	1	M
S013_012	Intrest	6	M
S014_002	Happiness	5	M
S014_003	Sadness	7	M
S014_004	Sadness	7	M
S014_005	Fear	4	M
S014_006	Anger	1	M
S014_007	Disgust	3	M
S014_008	Unsure	9	M
S014_009	Boredom	2	M
S014_010	Intrest	6	M
S015_004	Fear	4	M
S015_005	Disgust	3	M
S016_002	Sadness	7	M
S016_005	Anger	1	M
S016_006	Anger	1	M
S016_007	Fear	4	M
S016_009	Intrest	6	M
S017_001	Happiness	5	F
S017_002	Sadness	7	F
S017_003	Sadness	7	F
S017_004	Fear	4	F
S017_005	Anger	1	F
S017_006	Disgust	3	F
S017_007	Unsure	9	F
S018_002	Happiness	5	M
S018_003	Sadness	7	M
S018_004	Sadness	7	M
S018_005	Fear	4	M
S018_006	Anger	1	M
S018_007	Disgust	3	M
S018_008	Unsure	9	M
S018_010	Intrest	6	M
S019_005	Happiness	5	F
S019_007	Sadness	7	F
S019_008	Sadness	7	F
S019_009	Sadness	7	F
S019_010	Sadness	7	F
S019_011	Fear	4	F
S019_012	Fear	4	F
S019_013	Anger	1	F
S019_014	Anger	1	F
S019_015	Anger	1	F
S019_016	Disgust	3	F
S019_017	Unsure	9	F
S019_018	Unsure	9	F
S019_019	Unsure	9	F
S019_020	Boredom	2	F
S019_021	Boredom	2	F
S019_022	Intrest	6	F
S019_023	Intrest	6	F
S020_002	Surpise	8	M
S020_004	Sadness	7	M
S020_006	Sadness	7	M
S020_007	Fear	4	M
S020_008	Fear	4	M
S020_009	Anger	1	M
S020_010	Disgust	3	M
S020_011	Disgust	3	M
S020_012	Unsure	9	M
S020_013	Boredom	2	M
S020_014	Intrest	6	M
S021_001	Happiness	5	F
S021_002	Unsure	9	F
S021_003	Sadness	7	F
S021_004	Fear	4	F
S021_005	Anger	1	F
S021_006	Disgust	3	F
S021_007	Unsure	9	F
S021_008	Boredom	2	F
S021_009	Intrest	6	F
S022_001	Happiness	5	F
S022_003	Sadness	7	F
S022_004	Fear	4	F
S022_005	Fear	4	F
S022_006	Anger	1	F
S022_007	Disgust	3	F
S022_008	Unsure	9	F
S022_009	Boredom	2	F
S022_010	Intrest	6	F
S023_002	Happiness	5	M
S023_003	Sadness	7	M
S023_004	Sadness	7	M
S023_005	Fear	4	M
S023_006	Fear	4	M
S023_007	Anger	1	M
S023_008	Anger	1	M
S023_009	Disgust	3	M
S023_010	Disgust	3	M
S023_011	Unsure	9	M
S023_012	Unsure	9	M
S023_013	Boredom	2	M
S023_014	Intrest	6	M
S024_001	Happiness	5	M
S024_002	Boredom	2	M
S024_003	Fear	4	M
S024_004	Anger	1	M
S024_005	Disgust	3	M
S024_006	Unsure	9	M
S024_007	Boredom	2	M
S024_008	Intrest	6	M
S025_001	Happiness	5	F
S025_002	Unsure	9	F
S025_003	Sadness	7	F
S025_004	Fear	4	F
S025_005	Fear	4	F
S025_006	Anger	1	F
S025_007	Disgust	3	F
S025_008	Unsure	9	F
S025_009	Boredom	2	F
S025_010	Intrest	6	F
S026_006	Happiness	5	F
S026_010	Sadness	7	F
S026_011	Sadness	7	F
S026_012	Sadness	7	F
S026_015	Fear	4	F
S026_016	Fear	4	F
S026_018	Anger	1	F
S026_019	Anger	1	F
S026_020	Anger	1	F
S026_022	Disgust	3	F
S026_023	Unsure	9	F
S026_024	Unsure	9	F
S026_025	Unsure	9	F
S026_026	Unsure	9	F
S026_027	Boredom	2	F
S026_028	Boredom	2	F
S026_029	Intrest	6	F
S027_001	Happiness	5	F
S027_002	Sadness	7	F
S027_003	Fear	4	F
S027_004	Anger	1	F
S027_005	Disgust	3	F
S027_006	Unsure	9	F
S027_007	Boredom	2	F
S028_020	Anger	1	F
S028_021	Anger	1	F
S028_022	Disgust	3	F
S028_023	Unsure	9	F
S028_026	Boredom	2	F
S028_028	Intrest	6	F
S029_001	Happiness	5	F
S029_002	Unsure	9	F
S029_003	Fear	4	F
S029_004	Anger	1	F
S029_005	Anger	1	F
S029_006	Disgust	3	F
S029_007	Unsure	9	F
S029_008	Boredom	2	F
S029_009	Intrest	6	F
S030_002	Happiness	5	F
S030_003	Sadness	7	F
S030_004	Sadness	7	F
S030_005	Sadness	7	F
S030_006	Fear	4	F
S030_007	Fear	4	F
S030_008	Anger	1	F
S030_009	Disgust	3	F
S030_010	Unsure	9	F
S030_011	Boredom	2	F
S030_012	Intrest	6	F
S031_002	Happiness	5	F
S031_003	Sadness	7	F
S031_004	Sadness	7	F
S031_005	Anger	1	F
S031_006	Disgust	3	F
S031_007	Disgust	3	F
S031_008	Unsure	9	F
S031_009	Boredom	2	F
S031_010	Intrest	6	F
S002_008	Surprise	8	M
S007_005	Sadness	7	M
S015_003	Sadness	7	M
S017_008	Boredom	2	F
S017_009	Intrest	6	F
