Data/train/80'sTOYS118_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train4	m	EmoReact_V_1.0
Data/train/80'sTOYS129_2.mp4	hap	1	eng	en	EmoReact_V_1.0+train8	f	EmoReact_V_1.0
Data/train/80'sTOYS134_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train3	m	EmoReact_V_1.0
Data/train/80'sTOYS24_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train2	f	EmoReact_V_1.0
Data/train/80'sTOYS2_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train1	m	EmoReact_V_1.0
Data/train/80'sTOYS30_2.mp4	unk	-1	eng	en	EmoReact_V_1.0+train1	m	EmoReact_V_1.0
Data/train/80'sTOYS36_2.mp4	cur	1	eng	en	EmoReact_V_1.0+train3	m	EmoReact_V_1.0
Data/train/80'sTOYS96_2.mp4	unc	-1	eng	en	EmoReact_V_1.0+train1	m	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE105_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE119_2.mp4	hap	1	eng	en	EmoReact_V_1.0+train7	m	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE11_2.mp4	unk	-1	eng	en	EmoReact_V_1.0+train7	m	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE123_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE155_2.mp4	hap	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE157_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE159_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE162_2.mp4	unk	-1	eng	en	EmoReact_V_1.0+train6	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE166_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE169_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE175_2.mp4	hap	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE30_2.mp4	unk	-1	eng	en	EmoReact_V_1.0+train7	m	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE39_2.mp4	hap	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE72_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/ANNOYING_ORANGE93_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/APPLEWATCH16_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train8	f	EmoReact_V_1.0
Data/train/APPLEWATCH18_2.mp4	cur	1	eng	en	EmoReact_V_1.0+train8	f	EmoReact_V_1.0
Data/train/APPLEWATCH19_2.mp4	unk	-1	eng	en	EmoReact_V_1.0+train9	m	EmoReact_V_1.0
Data/train/APPLEWATCH2_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train3	m	EmoReact_V_1.0
Data/train/APPLEWATCH31_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train3	m	EmoReact_V_1.0
Data/train/APPLEWATCH4_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train3	m	EmoReact_V_1.0
Data/train/BRUSSELSSPROUTS11_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/BRUSSELSSPROUTS16_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
Data/train/BRUSSELSSPROUTS26_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train3	m	EmoReact_V_1.0
Data/train/BRUSSELSSPROUTS53_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train3	m	EmoReact_V_1.0
Data/train/BRUSSELSSPROUTS75_2.mp4	unk	1	eng	en	EmoReact_V_1.0+train5	f	EmoReact_V_1.0
